district,location,season,planting_date,planting_month,field_size_ha,first_fert_date,second_fert_date,soil_type,soil_condition,soil_ph,soil_nitrogen_n,soil_phosphorus_p,soil_potassium_k,soil_fertility_index,n_status_class,p_status_class,k_status_class,seed_variety,irrigation_type,rainfall_condition,rainfall_30d_mm,seasonal_rainfall_mm,avg_temperature_c,max_temperature_c,avg_humidity_pct,sunshine_hours,yield_t_ha
Badulla,Rideemaliyadda,Yala,4/13/2020,4,2.12,5/10/2020,6/7/2020,RBE,Medium,5.889,87.605,9.793,200.999,0.641,High,Low,High,Local Variety,Rainfed,Normal,257.674,836.496,28.204,31.499,70.206,6.205,3.8242
Badulla,Rideemaliyadda,Yala,4/13/2020,4,2.08,5/12/2020,5/24/2020,RYP,Good,6.422,56.593,14.409,73.295,0.4,Medium,Medium,Low,Pacific 808,Rainfed,High,298.69,639.705,27.399,31.202,81.269,6.084,4.6763
Ampara,Dehiattakandiya,Yala,4/14/2020,4,2.05,5/9/2020,6/3/2020,RBE,Good,6.572,76.306,23.498,119.799,0.617,Medium,High,Medium,Jet 999,Irrigated,Low,150.122,644.091,25.801,29.4,84.201,7.7,4.7892
Monaragala,Thanamalwila,Yala,4/14/2020,4,1.96,5/8/2020,5/31/2020,RYP,Good,6.099,59.596,23.09,222.256,0.668,Medium,High,High,GT 709,Mixed,Low,155.2,758.798,26.798,30.003,82.7,6.241,4.1027
Ampara,Maha Oya,Yala,4/14/2020,4,1.27,4/28/2020,5/18/2020,Alluvial,Good,6.268,52.303,15.897,214.51,0.525,Medium,Medium,High,GT 200,Irrigated,Normal,216.809,704.492,29.2,33.899,62.904,5.799,6.1064
Monaragala,Wellawaya,Yala,4/14/2020,4,2.52,5/4/2020,5/28/2020,RBE,Poor,6.161,49.198,13.794,57.91,0.356,Low,Medium,Low,GT 200,Mixed,High,402.001,586.198,26.701,29.428,78.205,6.696,2.9313
Badulla,Mahiyanganaya,Yala,4/14/2020,4,0.65,5/2/2020,6/3/2020,RBE,Medium,6.3,107.006,17.1,233.006,0.662,High,Medium,High,Commando,Rainfed,High,275.599,615.901,29.199,33.47,71.5,9.187,6.5818
Badulla,Rideemaliyadda,Yala,4/14/2020,4,2.1,5/6/2020,6/1/2020,RBE,Medium,5.899,91.09,7.504,79.292,0.548,High,Low,Low,GT 200,Irrigated,Normal,336.099,768.509,26.002,28.298,77.199,8.189,5.2104
Monaragala,Wellawaya,Yala,4/14/2020,4,2.29,5/4/2020,6/11/2020,RYP,Medium,6.402,107.396,20.401,207.507,0.76,High,High,High,Jet 999,Rainfed,High,438.2,710.902,29.646,31.703,67.541,7.797,5.558
Ampara,Dehiattakandiya,Yala,4/14/2020,4,2.73,5/7/2020,6/4/2020,RYP,Good,6.45,99.509,13.111,200.596,0.702,High,Medium,High,Local Variety,Rainfed,Normal,264.399,749.099,32.001,35.803,68.006,7.298,5.7803
Badulla,Rideemaliyadda,Yala,4/14/2020,4,2.61,5/3/2020,5/26/2020,RYP,Medium,6.498,80.705,14.295,243.508,0.621,High,Medium,High,Local Variety,Rainfed,Normal,319.69,520.19,31.573,36.898,69.198,9.202,6.4875
Monaragala,Wellawaya,Yala,4/14/2020,4,1.73,5/7/2020,6/10/2020,RYP,Medium,5.82,116.495,12.288,282.406,0.779,High,Medium,High,Pacific 808,Irrigated,Normal,350.007,621.895,28.503,31.261,82.903,7.901,5.3524
Matale,Pelwehera,Yala,4/14/2020,4,0.68,5/14/2020,6/3/2020,RYP,Medium,5.772,104.51,10.506,252.396,0.691,High,Medium,High,GT 200,Mixed,High,469.108,779.36,27.899,31.296,72.497,7.902,5.3768
Matale,Pelwehera,Yala,4/14/2020,4,1.06,5/14/2020,6/8/2020,RBE,Poor,6.11,63.1,14.491,218.3,0.613,Medium,Medium,High,GT 200,Mixed,Low,325.993,705.594,26.201,31.6,63.301,8.199,5.6813
Monaragala,Thanamalwila,Yala,4/15/2020,4,0.64,5/13/2020,6/6/2020,RYP,Poor,6.039,113.096,29.501,157.605,0.822,High,High,Medium,GT 200,Irrigated,Normal,168.716,655.79,26.902,30.597,69.183,8.196,6.0309
Badulla,Mahiyanganaya,Yala,4/15/2020,4,1.96,5/12/2020,6/11/2020,RBE,Medium,6.099,82.897,4.507,216.324,0.479,High,Low,High,Pacific 808,Mixed,High,265.008,659.201,27.601,32.899,69.199,6.999,5.5688
Badulla,Mahiyanganaya,Yala,4/15/2020,4,2.09,5/9/2020,6/4/2020,Low Humic Gleys,Poor,6.262,103.477,8.894,112.799,0.551,High,Low,Medium,Local Variety,Rainfed,High,301.992,587.897,31.386,36.6,75.604,9.498,3.9703
Anuradhapura,Nochchiyagama,Yala,4/15/2020,4,2.25,4/29/2020,6/6/2020,RBE,Good,6.321,31.197,11.501,95.998,0.349,Low,Medium,Low,Jet 999,Rainfed,Low,190.205,795.701,28.5,34.402,72.623,9.305,4.0412
Anuradhapura,Eppawala,Yala,4/15/2020,4,2.3,5/8/2020,6/1/2020,RBE,Good,6.491,36.802,30.01,165.893,0.618,Low,High,Medium,GT 709,Rainfed,Low,233.795,659.742,26.099,29.301,73.816,6.404,4.9276
Badulla,Mahiyanganaya,Yala,4/15/2020,4,2.2,5/9/2020,6/13/2020,Alluvial,Medium,6.407,35.804,9.002,185.191,0.522,Low,Low,Medium,Local Variety,Rainfed,High,236.096,591.49,31.369,36.098,71.998,9.899,4.5168
Badulla,Rideemaliyadda,Yala,4/15/2020,4,0.76,5/15/2020,6/1/2020,RYP,Medium,6.041,51.572,26.001,184.3,0.639,Medium,High,Medium,Local Variety,Rainfed,Low,232.603,563.001,28.705,30.903,76.399,8.905,3.8057
Monaragala,Buttala,Yala,4/15/2020,4,2.03,5/10/2020,6/13/2020,RBE,Medium,6.59,25.008,7.79,129.666,0.301,Low,Low,Medium,GT 709,Irrigated,Low,228.892,674.375,26.8,30.304,75.805,6.498,4.1796
Anuradhapura,Eppawala,Yala,4/15/2020,4,1.492,5/15/2020,6/6/2020,RBE,Good,6.308,29.14,17.293,189.296,0.482,Low,Medium,Medium,Local Variety,Mixed,High,252.051,729.395,26.7,29.997,63.304,7.098,3.8699
Ampara,Dehiattakandiya,Yala,4/15/2020,4,2.9,4/29/2020,5/30/2020,RYP,Poor,6.339,97.11,14.201,184.405,0.659,High,Medium,Medium,Local Variety,Rainfed,Normal,279.596,624.393,31.303,37.002,68.397,6.901,5.2912
Monaragala,Wellawaya,Yala,4/15/2020,4,2.55,5/11/2020,6/3/2020,RBE,Medium,6.311,45.766,13.098,49.491,0.482,Low,Medium,Low,GT 200,Mixed,Normal,399.505,566.692,27.9,28.573,77.996,6.5,3.1439
Badulla,Mahiyanganaya,Yala,4/16/2020,4,1.94,5/6/2020,6/7/2020,RBE,Medium,6.299,85.859,5.297,210.507,0.629,High,Low,High,Pacific 808,Mixed,Normal,265.653,723.009,27.896,32.601,70.297,6.201,5.7197
Anuradhapura,Nochchiyagama,Yala,4/16/2020,4,2.25,5/14/2020,6/2/2020,RBE,Medium,6.481,39.491,10.751,91.404,0.458,Low,Low,Low,Jet 999,Rainfed,Low,182.497,706.792,29.01,35.098,77.897,8.899,4.0086
Anuradhapura,Horowpathana,Yala,4/17/2020,4,2.98,5/11/2020,6/1/2020,RBE,Medium,6.147,100.697,27.494,254.609,0.871,High,High,High,GT 200,Rainfed,Low,110.707,782.814,27.098,29.301,81.105,7.206,5.109
Monaragala,Siyambalanduwa,Yala,4/17/2020,4,2.5,5/14/2020,6/1/2020,RBE,Medium,6.328,93.629,7.396,103.395,0.52,High,Low,Medium,Pacific 808,Rainfed,Low,395.506,569.093,29.001,34.403,75.395,6.103,3.9702
Anuradhapura,Kahatagasdigiliya,Yala,4/17/2020,4,2.3,5/8/2020,6/16/2020,RYP,Good,6.419,73.491,5.192,194.993,0.48,Medium,Low,Medium,Local Variety,Rainfed,Normal,217.296,591.11,28.801,33.097,69.799,6.494,5.212
Matale,Pelwehera,Yala,4/17/2020,4,0.78,5/8/2020,6/7/2020,RYP,Good,5.844,100.004,10.994,245.649,0.702,High,Medium,High,GT 200,Mixed,High,447.009,814.002,27.398,32.299,73.801,7.804,5.6827
Monaragala,Wellawaya,Yala,4/17/2020,4,1.76,5/12/2020,6/6/2020,RYP,Medium,5.78,84.916,15.592,68.104,0.583,High,Medium,Low,Pacific 808,Rainfed,High,469.096,550.602,30.6,33.302,67.097,8.102,4.609
Badulla,Rideemaliyadda,Yala,4/18/2020,4,2.82,5/16/2020,6/16/2020,RBE,Good,6.239,79.209,23.702,214.202,0.741,Medium,High,High,Local Variety,Mixed,Normal,242.409,685.078,25.397,26.701,66.28,7.996,5.7115
Monaragala,Wellawaya,Yala,4/18/2020,4,1.68,5/14/2020,6/3/2020,RYP,Good,5.918,83.501,15.701,86.893,0.498,Medium,Medium,Low,Pacific 808,Rainfed,High,480.535,608.21,29.609,32.197,68.897,8.201,4.5159
Matale,Dambulla,Yala,4/18/2020,4,2.35,5/15/2020,6/8/2020,RYP,Good,6.366,52.608,16.802,278.109,0.641,Medium,Medium,High,Pacific 808,Rainfed,High,224.595,666.892,24.501,28.089,69.997,8.697,5.812
Ampara,Dehiattakandiya,Yala,4/19/2020,4,2.8,5/19/2020,6/10/2020,RYP,Medium,6.309,78.009,11.593,95.906,0.459,Medium,Medium,Low,Commando,Irrigated,Normal,369.393,607.494,24.728,27.099,83.005,7.902,4.1311
Anuradhapura,Eppawala,Yala,4/19/2020,4,1.76,5/9/2020,5/29/2020,RYP,Good,5.681,29.849,26.704,246.599,0.65,Low,High,High,Local Variety,Rainfed,Low,168.391,776.002,24.198,26.403,62.082,7.699,4.8055
Ampara,Padiyathalawa,Yala,4/19/2020,4,2.01,5/16/2020,6/9/2020,IBL,Medium,6.828,104.231,17.195,68.972,0.559,High,Medium,Low,Pacific 808,Irrigated,Normal,235.099,548.598,24.501,26.8,73.399,8.004,4.2812
Matale,Pelwehera,Yala,4/19/2020,4,2.58,5/18/2020,6/9/2020,Low Humic Gleys,Good,6.1,48.598,7.084,138.499,0.341,Low,Low,Medium,Commando,Rainfed,Normal,348.21,581.098,29.201,32.201,76.699,7.597,4.6112
Monaragala,Thanamalwila,Yala,4/20/2020,4,0.62,5/18/2020,6/10/2020,RBE,Good,5.77,34.302,19.695,112.101,0.419,Low,Medium,Medium,Pacific 808,Rainfed,Normal,200.408,536.009,26.857,31.497,63.806,7.735,5.6934
Badulla,Rideemaliyadda,Yala,4/20/2020,4,2.62,5/10/2020,6/7/2020,RBE,Good,6.208,79.257,24.39,203.305,0.722,Medium,High,High,Local Variety,Mixed,Low,235.405,785.293,25.401,27.496,62.695,8.297,5.6596
Badulla,Rideemaliyadda,Yala,4/20/2020,4,2.73,5/13/2020,6/10/2020,RBE,Good,6.14,74.507,24.101,216.195,0.719,Medium,High,High,Local Variety,Mixed,Normal,255.161,755.61,25.121,29.496,61.304,8.202,6.0229
Monaragala,Siyambalanduwa,Yala,4/21/2020,4,1.7,5/11/2020,6/2/2020,RBE,Good,6.391,73.806,22.606,120.704,0.591,Medium,High,Medium,Commando,Irrigated,Low,238.8,621.603,27.896,31.303,70.305,8.199,5.1968
Ampara,Dehiattakandiya,Yala,4/21/2020,4,0.68,5/15/2020,6/10/2020,RYP,Good,5.642,48.204,26.794,158.308,0.609,Low,High,Medium,Jet 999,Mixed,High,381.508,555.298,28.316,31.403,66.998,6.695,5.1856
Anuradhapura,Nochchiyagama,Yala,4/21/2020,4,0.58,5/18/2020,6/18/2020,RBE,Medium,7.099,42.702,18.895,90.405,0.48,Low,Medium,Low,GT 200,Rainfed,Low,185.496,595.609,25.798,27.202,62.849,8.241,3.7495
Anuradhapura,Eppawala,Yala,4/21/2020,4,1.83,5/19/2020,6/3/2020,RYP,Good,5.871,35.892,26.345,254.895,0.652,Low,High,High,Local Variety,Rainfed,Low,173.905,760.291,23.899,27.298,60.795,7.816,4.8212
Ampara,Dehiattakandiya,Yala,4/22/2020,4,0.81,5/18/2020,6/6/2020,RYP,Medium,5.788,39.49,26.694,178.892,0.612,Low,High,Medium,Jet 999,Mixed,Normal,387.203,537.608,29.21,31.5,67.89,6.598,5.085
Monaragala,Thanamalwila,Yala,4/23/2020,4,2.951,5/9/2020,5/27/2020,RBE,Medium,6.221,44.919,15.591,291.716,0.624,Low,Medium,High,GT 709,Irrigated,Low,197.32,516.913,28.368,32.494,66.588,7.594,5.0237
Anuradhapura,Nochchiyagama,Yala,4/23/2020,4,0.6,5/21/2020,6/12/2020,RBE,Medium,7.27,38.101,16.999,114.891,0.42,Low,Medium,Medium,GT 200,Rainfed,Low,189.93,612.801,24.194,27.602,62.697,8.103,3.5814
Anuradhapura,Nochchiyagama,Yala,4/23/2020,4,0.5,5/16/2020,6/9/2020,RBE,Medium,7.2,36.004,16.593,119.703,0.46,Low,Medium,Medium,GT 200,Rainfed,Low,201.492,560.004,23.997,28.149,60.903,8.295,3.6058
Ampara,Maha Oya,Yala,4/23/2020,4,1.15,5/22/2020,6/13/2020,RYP,Medium,5.869,41.692,15.958,134.993,0.589,Medium,Medium,High,Local Variety,Irrigated,Normal,264.705,630.841,30.997,36.297,73.002,6.501,4.381
Anuradhapura,Nochchiyagama,Yala,4/23/2020,4,0.8,5/13/2020,6/6/2020,RBE,Medium,6.307,34.099,9.094,65.11,0.269,Low,Low,Low,GT 200,Irrigated,Low,354.195,592.201,26.473,29.603,71.702,7.301,3.9169
Ampara,Padiyathalawa,Yala,4/25/2020,4,2.17,5/20/2020,6/5/2020,RBE,Good,6.368,51.57,6.463,174.709,0.409,Medium,Low,Medium,Local Variety,Mixed,Low,220.909,553.403,26.198,29.997,72.596,7.094,4.0932
Anuradhapura,Nochchiyagama,Yala,4/25/2020,4,1.03,5/25/2020,6/22/2020,RBE,Good,6.038,73.557,15.405,72.537,0.53,Medium,Medium,Low,Jet 999,Mixed,High,155.695,607.099,30.302,34.697,60.803,7.294,4.968
Anuradhapura,Horowpathana,Yala,4/25/2020,4,2.1,5/23/2020,6/22/2020,RBE,Good,5.844,87.828,6.993,204.505,0.549,Medium,Low,High,Pacific 808,Mixed,High,513.692,689.293,25.096,28.903,73.898,8.798,4.8438
Badulla,Rideemaliyadda,Yala,4/26/2020,4,2.503,5/20/2020,6/15/2020,LHG,Medium,5.785,102.888,7.775,154.844,0.617,High,Low,Medium,Commando,Mixed,Normal,336.571,963.743,26.78,30.607,81.529,7.17,4.6552
Monaragala,Buttala,Yala,4/27/2020,4,0.56,5/11/2020,6/9/2020,Alluvial,Medium,5.941,42.99,20.091,274.397,0.539,Low,High,High,Pacific 808,Mixed,High,295.393,513.307,29.727,35.732,61.403,6.506,6.4375
Monaragala,Buttala,Yala,4/27/2020,4,0.5,5/18/2020,6/19/2020,Alluvial,Good,5.889,45.194,25.457,268.532,0.681,Low,High,High,Pacific 808,Mixed,Normal,320.307,513.595,30.701,35.6,65.506,7.101,4.2675
Matale,Pelwehera,Yala,4/28/2020,4,0.51,5/21/2020,6/30/2020,RBE,Medium,5.712,31.496,13.195,175.454,0.48,Low,Medium,Medium,GT 709,Irrigated,Normal,301.328,782.091,28.102,31.5,73.101,8.695,5.341
Matale,Dambulla,Yala,4/28/2020,4,2.72,5/19/2020,6/17/2020,Alluvial,Good,6.509,72.2,6.2,115.807,0.528,Medium,Low,Medium,Commando,Rainfed,Normal,325.502,626.083,30.028,34.804,78.404,8.902,3.4763
Matale,Pelwehera,Yala,5/1/2020,5,1.28,5/16/2020,6/9/2020,RBE,Medium,6.309,30.709,19.567,145.808,0.419,Low,Medium,Medium,GT 709,Irrigated,Low,284.544,554.71,29.499,33.197,79.401,7.102,5.8503
Monaragala,Wellawaya,Yala,5/2/2020,5,1.04,5/22/2020,6/27/2020,RBE,Medium,6.261,42.895,10.509,164.637,0.531,Low,Low,Medium,GT 709,Rainfed,Normal,340.494,672.79,28.101,30.302,78.901,8.602,4.3612
Anuradhapura,Kahatagasdigiliya,Yala,5/2/2020,5,0.55,5/22/2020,6/25/2020,RBE,Medium,6.822,52.9,10.006,152.495,0.511,Low,Low,Medium,GT 200,Rainfed,High,395.696,478.55,30.198,32.999,59.905,8.9,5.6674
Anuradhapura,Nochchiyagama,Yala,5/2/2020,5,1.56,6/1/2020,6/27/2020,IBL,Good,6.618,101.203,7.793,108.1,0.476,High,Low,Medium,Local Variety,Irrigated,Low,264.809,690.391,27.597,29.899,67.898,6.459,4.6933
Anuradhapura,Kahatagasdigiliya,Yala,5/2/2020,5,0.54,5/25/2020,6/20/2020,RBE,Medium,6.82,47.201,10.392,184.599,0.52,Low,Low,Medium,GT 200,Rainfed,Normal,384.206,480.003,31.201,35.261,69.171,9.106,4.961
Monaragala,Buttala,Yala,5/2/2020,5,2.57,5/23/2020,6/15/2020,RYP,Poor,6.132,92.697,8.991,201.892,0.52,High,Low,High,GT 200,Rainfed,Low,229.483,779.502,29.699,34.2,78.395,6.371,4.4716
Badulla,Rideemaliyadda,Yala,5/3/2020,5,1.83,5/29/2020,6/23/2020,RBE,Good,6.369,59.508,6.493,176.109,0.39,Medium,Low,Medium,GT 200,Irrigated,Normal,399.49,657.402,26.803,30.999,78.695,9.797,5.2661
Monaragala,Wellawaya,Yala,5/3/2020,5,1.29,5/20/2020,6/12/2020,RBE,Poor,6.292,40.309,11.492,145.598,0.351,Low,Medium,Medium,GT 709,Rainfed,Normal,299.295,651.597,28.089,31.61,79.502,8.106,4.3435
Anuradhapura,Horowpathana,Yala,5/3/2020,5,0.88,5/28/2020,6/18/2020,RBE,Medium,7.022,63.699,23.091,162.316,0.609,Medium,High,Medium,Pacific 808,Rainfed,High,324.793,502.304,25.38,29.201,68.196,6.805,4.2023
Anuradhapura,Horowpathana,Yala,5/3/2020,5,1.06,5/27/2020,6/17/2020,RBE,Good,6.3,80.802,5.292,62.704,0.39,High,Low,Low,Commando,Mixed,High,250.104,730.496,26.999,31.302,66.399,6.498,5.2913
Anuradhapura,Kahatagasdigiliya,Yala,5/3/2020,5,1.74,5/27/2020,6/24/2020,RBE,Good,6.06,36.592,26.093,113.307,0.642,Low,High,Medium,Pacific 808,Mixed,High,394.664,532.904,28.787,31.798,62.204,6.597,4.2592
Anuradhapura,Kahatagasdigiliya,Yala,5/4/2020,5,0.64,6/1/2020,6/21/2020,RBE,Good,6.779,49.288,9.503,168.002,0.44,Low,Low,Medium,GT 200,Rainfed,Normal,399.492,510.194,30.604,34.803,65.804,9.104,5.2985
Matale,Dambulla,Yala,5/5/2020,5,2.63,5/26/2020,6/26/2020,RBE,Good,6.41,60.151,17.49,298.106,0.698,Medium,Medium,High,GT 200,Mixed,Normal,253.8,581.201,23.698,28.099,87.992,7.795,5.1858
Anuradhapura,Kahatagasdigiliya,Yala,5/6/2020,5,1.74,5/22/2020,6/18/2020,Alluvial,Medium,5.82,73.594,15.899,206.604,0.482,Medium,Medium,High,Jet 999,Irrigated,Low,225.716,555.996,25.702,29.097,62.796,5.299,6.1466
Anuradhapura,Nochchiyagama,Yala,5/6/2020,5,0.93,5/28/2020,6/26/2020,IBL,Good,7.379,66.595,22.085,108.895,0.549,Medium,High,Medium,GT 200,Rainfed,High,369.294,626.499,27.297,30.174,71.904,6.402,4.4656
Ampara,Maha Oya,Yala,5/6/2020,5,2.76,5/30/2020,6/24/2020,RBE,Medium,6.079,43.892,12.21,83.099,0.27,Low,Medium,Low,Pacific 808,Irrigated,Normal,213.504,563.423,26.403,30.399,60.902,5.402,4.9666
Matale,Dambulla,Yala,5/6/2020,5,2.78,6/1/2020,7/1/2020,RBE,Medium,6.37,69.905,16.398,284.501,0.69,Medium,Medium,High,GT 200,Mixed,Low,235.763,525.603,24.702,27.1,84.201,7.727,5.1831
Ampara,Maha Oya,Yala,5/7/2020,5,2.81,5/21/2020,6/17/2020,RBE,Medium,6.031,51.39,12.7,76.193,0.497,Low,Medium,Low,Pacific 808,Irrigated,Normal,221.604,690.292,25.531,30.299,59.704,5.594,5.6237
Anuradhapura,Kahatagasdigiliya,Yala,5/7/2020,5,0.53,5/29/2020,6/28/2020,RBE,Medium,6.732,57.158,8.298,195.095,0.542,Medium,Low,Medium,GT 200,Rainfed,High,414.188,490.395,29.896,34.197,65.899,8.997,5.6459
Monaragala,Thanamalwila,Yala,5/7/2020,5,3.21,5/24/2020,6/12/2020,RBE,Medium,6.221,21.498,8.8,116.9,0.42,Low,Low,Medium,Local Variety,Irrigated,Normal,346.693,555.468,28.9,34.599,77.199,8.889,2.3895
Anuradhapura,Nochchiyagama,Yala,5/7/2020,5,1.56,5/23/2020,6/19/2020,RBE,Medium,5.9,117.231,21.097,69.398,0.709,High,High,Low,GT 709,Mixed,Low,271.692,732.81,29.697,31.904,76.998,8.399,4.9539
Anuradhapura,Eppawala,Yala,5/8/2020,5,0.76,5/27/2020,7/6/2020,RYP,Medium,6.299,105.802,12.796,74.695,0.458,High,Medium,Low,Local Variety,Rainfed,Low,177.709,784.403,25.898,31.601,68.493,9.304,4.1717
Monaragala,Thanamalwila,Yala,5/8/2020,5,1.65,6/4/2020,6/28/2020,RBE,Medium,6.64,118.499,10.391,188.994,0.651,High,Medium,Medium,Local Variety,Mixed,Low,247.659,615.306,27.78,31.699,62.2,8.903,4.6291
Anuradhapura,Eppawala,Yala,5/9/2020,5,0.56,5/31/2020,6/24/2020,RYP,Medium,6.259,96.078,10.603,70.807,0.601,High,Low,Low,Local Variety,Rainfed,Low,194.118,829.993,26.198,31.401,71.495,9.103,4.623
Anuradhapura,Nochchiyagama,Yala,5/10/2020,5,1.53,5/27/2020,7/8/2020,RBE,Good,6.058,125.005,20.702,67.602,0.721,High,High,Low,GT 709,Mixed,Normal,294.9,690.896,29.935,33.701,74.799,8.613,5.3035
Monaragala,Wellawaya,Yala,5/11/2020,5,2.48,5/28/2020,7/6/2020,RBE,Good,6.229,117.754,2.703,110.298,0.5,High,Low,Medium,Pacific 808,Rainfed,Normal,285.403,797.798,26.601,29.799,72.502,6.198,5.3236
Ampara,Dehiattakandiya,Yala,5/11/2020,5,2.42,6/4/2020,7/3/2020,RBE,Good,6.509,36.595,19.109,190.307,0.529,Low,Medium,Medium,Commando,Mixed,High,447.209,750.396,28.003,30.969,83.6,6.1,5.0583
Ampara,Maha Oya,Yala,5/11/2020,5,1.27,6/7/2020,7/15/2020,RYP,Medium,6.588,113.407,8.399,196.107,0.701,High,Low,Medium,Pacific 808,Rainfed,Normal,222.996,662.175,28.401,31.702,63.786,5.4,5.5489
Monaragala,Thanamalwila,Yala,5/11/2020,5,2.24,6/7/2020,6/30/2020,RBE,Medium,6.49,19.367,7.308,191.692,0.461,Low,Low,Medium,GT 200,Irrigated,Low,198.508,744.009,29.803,31.196,84.182,7.195,3.8293
Monaragala,Wellawaya,Yala,5/11/2020,5,2.19,6/4/2020,7/8/2020,RYP,Good,6.072,34.8,11.503,182.301,0.38,Low,Medium,Medium,GT 200,Irrigated,High,156.484,505.308,26.099,30.6,77.899,5.701,5.8574
Matale,Pelwehera,Yala,5/12/2020,5,0.51,5/28/2020,7/19/2020,RBE,Good,5.979,53.093,19.973,296.701,0.681,Medium,Medium,High,Local Variety,Rainfed,Low,234.003,593.52,28.5,32.402,74.005,7.601,4.6368
Anuradhapura,Eppawala,Yala,5/12/2020,5,2.48,6/8/2020,6/28/2020,RBE,Poor,6.391,65.896,29.906,193.498,0.731,Medium,High,Medium,Jet 999,Rainfed,High,322.001,778.893,25.2,27.6,71.002,7.103,4.9826
Badulla,Mahiyanganaya,Yala,5/12/2020,5,1.62,6/5/2020,6/25/2020,RBE,Poor,6.262,106.604,19.594,148.917,0.68,High,Medium,Medium,GT 200,Mixed,Normal,261.593,756.408,24.897,27.702,65.202,7.395,4.7105
Anuradhapura,Nochchiyagama,Yala,5/12/2020,5,1.51,6/2/2020,7/8/2020,RBE,Good,6.39,44.691,18.033,90.004,0.42,Low,Medium,Low,Local Variety,Rainfed,Normal,325.792,741.793,24.603,28.228,68.001,8.903,2.8492
Anuradhapura,Eppawala,Yala,5/13/2020,5,3.5,6/5/2020,7/1/2020,Alluvial,Medium,6.413,35.126,15.056,202.949,0.58,Low,Medium,High,Pacific 808,Mixed,Normal,298.068,744.902,29.895,34.392,61.512,7.921,4.3642
Anuradhapura,Nochchiyagama,Yala,5/13/2020,5,0.91,6/8/2020,7/11/2020,RYP,Good,6.019,40.795,26.345,100.206,0.51,Low,High,Medium,GT 709,Mixed,Low,204.406,643.895,26.699,28.903,74.557,6.4,4.6541
Anuradhapura,Horowpathana,Yala,5/13/2020,5,0.99,6/10/2020,6/23/2020,RBE,Poor,6.468,42.102,19.488,278.8,0.652,Low,Medium,High,Pacific 808,Irrigated,Normal,369.098,515.7,29.401,33.2,65.695,8.103,4.0411
Monaragala,Thanamalwila,Yala,5/13/2020,5,2.34,6/5/2020,7/7/2020,RBE,Good,6.341,26.791,8.791,200.196,0.395,Low,Low,High,GT 200,Irrigated,High,195.437,770.897,29.002,32.697,83.405,7.796,3.6125
Ampara,Maha Oya,Yala,5/13/2020,5,1.78,6/8/2020,7/2/2020,RYP,Poor,6.243,47.496,19.906,134.492,0.502,Low,Medium,Medium,Jet 999,Rainfed,Normal,340.009,554.39,27.603,30.703,72.978,7.397,3.2218
Matale,Dambulla,Yala,5/13/2020,5,0.97,6/10/2020,6/30/2020,RYP,Good,6.25,62.093,28.295,247.001,0.761,Medium,High,High,Jet 999,Rainfed,High,471.102,549.525,24.099,26.801,84.798,8.005,5.1535
Monaragala,Siyambalanduwa,Yala,5/14/2020,5,0.82,6/11/2020,7/2/2020,RBE,Good,6.262,65.201,21.891,267.214,0.718,Medium,High,High,Pacific 808,Mixed,Low,155.499,556.408,29.597,32.103,66.095,8.266,6.0007
Monaragala,Wellawaya,Yala,5/14/2020,5,2.79,6/3/2020,7/6/2020,RBE,Medium,6.491,66.294,17.901,173.552,0.581,Medium,Medium,Medium,Jet 999,Rainfed,High,513.607,599.655,24.397,27.497,81.905,6.299,4.1497
Ampara,Padiyathalawa,Yala,5/14/2020,5,1.17,6/5/2020,7/8/2020,RBE,Good,6.338,97.496,28.106,289.292,0.9,High,High,High,GT 709,Mixed,Normal,356.326,782.396,24.3,26.398,65.585,6.304,6.5927
Monaragala,Thanamalwila,Yala,5/14/2020,5,2.79,6/12/2020,6/20/2020,RBE,Good,6.361,67.21,6.396,71.495,0.379,Medium,Low,Low,Commando,Rainfed,High,347.919,706.996,26.203,30.044,63.905,8.4,4.9683
Anuradhapura,Horowpathana,Yala,5/14/2020,5,1.11,6/3/2020,6/29/2020,RBE,Medium,6.742,41.593,17.206,275.004,0.619,Low,Medium,High,Pacific 808,Irrigated,Normal,362.702,513.094,29.203,33.402,59.6,8.104,4.0967
Ampara,Dehiattakandiya,Yala,5/14/2020,5,2.76,6/13/2020,7/3/2020,RBE,Good,6.238,93.781,21.056,159.1,0.668,High,High,Medium,Pacific 808,Rainfed,Low,158.406,650.195,26.798,29.101,61.206,6.505,4.4067
Monaragala,Buttala,Yala,5/14/2020,5,0.77,6/6/2020,6/25/2020,RYP,Medium,6.22,91.508,19.903,145.702,0.679,High,Medium,Medium,GT 709,Rainfed,Low,187.907,594.813,31.497,37.501,62.687,5.901,5.9615
Anuradhapura,Eppawala,Yala,5/14/2020,5,2.38,6/10/2020,7/8/2020,RBE,Poor,6.368,77.304,29.309,272.691,0.841,Medium,High,High,GT 200,Rainfed,Normal,186.892,643.192,26.902,29.224,71.197,8.596,4.8049
Ampara,Dehiattakandiya,Yala,5/14/2020,5,2.64,6/5/2020,7/3/2020,RBE,Good,6.149,84.325,21.691,169.71,0.698,High,High,Medium,Pacific 808,Rainfed,Low,133.306,604.906,25.301,28.698,58.003,6.197,4.5919
